Rk,Player,PTS,Date,Age,Team,...7,Opp,Result,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,TS%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,GmSc,BPM,Pos.
470,LeBron James,31,12/21/22,37-356,LAL,@,SAC,L 120-134,1,34,11,21,0.524,11,17,0.647,0,4,0,9,10,0.9,0.61,0,6,6,11,0,2,2,0,29.2,10.4,F-G
471,LeBron James,30,2/27/04,19-059,CLE,@,ORL,W 112-107 (OT),1,49,11,19,0.579,10,18,0.556,1,1,1,7,8,0.875,0.666,1,10,11,3,3,1,5,1,24.8,6,F-G
472,LeBron James,30,2/5/05,20-037,CLE,NA,ORL,W 101-92,1,46,9,21,0.429,9,18,0.5,0,3,0,12,13,0.923,0.561,0,6,6,9,2,0,1,2,26.8,9.8,F-G
473,LeBron James,30,12/3/05,20-338,CLE,@,LAC,L 90-102,1,45,8,25,0.32,5,20,0.25,3,5,0.6,11,14,0.786,0.481,0,5,5,6,1,1,1,3,19.7,7.9,F-G
474,LeBron James,30,12/6/05,20-341,CLE,@,SAC,W 102-97,1,44,10,23,0.435,9,18,0.5,1,5,0.2,9,12,0.75,0.53,2,4,6,6,2,3,5,2,21.8,7.4,F-G
475,LeBron James,30,12/31/05,21-001,CLE,NA,DET,W 97-84,1,45,11,22,0.5,9,17,0.529,2,5,0.4,6,7,0.857,0.598,1,6,7,7,4,1,5,2,24.9,14.3,F-G
476,LeBron James,30,1/27/06,21-028,CLE,@,IND,W 93-89,1,45,12,23,0.522,11,21,0.524,1,2,0.5,5,8,0.625,0.566,1,6,7,9,3,1,6,1,23.6,9.1,F-G
477,LeBron James,30,1/30/06,21-031,CLE,@,CHA,W 103-91,1,32,11,19,0.579,9,13,0.692,2,6,0.333,6,11,0.545,0.629,1,5,6,6,5,1,4,2,26.4,19.8,F-G
478,LeBron James,30,11/22/06,21-327,CLE,@,TOR,L 87-95,1,40,11,24,0.458,9,17,0.529,2,7,0.286,6,9,0.667,0.536,0,10,10,8,4,0,2,1,26.6,19.1,F-G
479,LeBron James,30,11/24/06,21-329,CLE,@,IND,L 87-97,1,42,6,14,0.429,4,12,0.333,2,2,1,16,20,0.8,0.658,1,6,7,5,1,0,3,6,22.6,11,F-G
480,LeBron James,30,1/16/07,22-017,CLE,@,SEA,L 96-101,1,44,8,21,0.381,7,14,0.5,1,7,0.143,13,15,0.867,0.543,1,6,7,8,2,1,4,0,24.5,10.9,F-G
481,LeBron James,30,1/19/07,22-020,CLE,@,DEN,L 99-110,1,44,9,23,0.391,9,22,0.409,0,1,0,12,14,0.857,0.514,2,8,10,10,2,0,3,2,25.7,7.5,F-G
482,LeBron James,30,1/28/07,22-029,CLE,NA,PHO,L 100-115,1,42,12,22,0.545,9,16,0.563,3,6,0.5,3,6,0.5,0.609,2,7,9,5,2,0,3,2,23.4,9.7,F-G
483,LeBron James,30,11/25/07,22-330,CLE,@,IND,W 111-106,1,36,10,21,0.476,9,15,0.6,1,6,0.167,9,15,0.6,0.543,3,8,11,10,4,1,2,1,30.7,16.5,F-G
484,LeBron James,30,2/10/08,23-042,CLE,NA,DEN,L 83-113,1,33,11,23,0.478,9,18,0.5,2,5,0.4,6,6,1,0.585,1,4,5,3,2,0,5,1,18.9,12.7,F-G
485,LeBron James,30,2/29/08,23-061,CLE,NA,MIN,W 92-84,1,44,11,22,0.5,10,18,0.556,1,4,0.25,7,9,0.778,0.578,2,6,8,13,2,0,3,2,28.7,12.6,F-G
486,LeBron James,30,3/17/08,23-078,CLE,@,ORL,L 90-104,1,42,11,22,0.5,10,18,0.556,1,4,0.25,7,11,0.636,0.559,2,7,9,6,0,1,3,1,22.4,7.7,F-G
487,LeBron James,30,3/19/08,23-080,CLE,NA,DET,W 89-73,1,41,11,19,0.579,9,14,0.643,2,5,0.4,6,7,0.857,0.679,3,4,7,6,1,1,0,0,29.9,22.4,F-G
488,LeBron James,30,1/4/09,24-005,CLE,@,WAS,L 77-80,1,41,11,22,0.5,8,13,0.615,3,9,0.333,5,8,0.625,0.588,0,6,6,10,1,2,7,4,20.4,14.5,F-G
489,LeBron James,30,1/13/09,24-014,CLE,@,MEM,W 102-87,1,40,9,15,0.6,8,10,0.8,1,5,0.2,11,14,0.786,0.709,0,11,11,10,3,1,2,2,33.1,20.3,F-G
490,LeBron James,30,2/27/09,24-059,CLE,@,SAS,W 97-86,1,32,12,23,0.522,9,17,0.529,3,6,0.5,3,3,1,0.617,4,10,14,4,2,0,1,2,27.5,24.5,F-G
491,LeBron James,30,3/22/09,24-082,CLE,@,NJN,W 96-88,1,39,9,17,0.529,8,13,0.615,1,4,0.25,11,15,0.733,0.636,2,9,11,8,1,0,1,0,29.8,18.5,F-G
492,LeBron James,30,3/14/10,25-074,CLE,NA,BOS,W 104-93,1,39,9,21,0.429,8,18,0.444,1,3,0.333,11,16,0.688,0.535,3,5,8,7,2,3,2,2,26.7,17.6,F-G
493,LeBron James,30,11/29/10,25-334,MIA,NA,WAS,W 105-94,1,38,10,18,0.556,9,17,0.529,1,1,1,9,11,0.818,0.657,1,5,6,5,1,1,7,3,19.8,5.1,F-G
494,LeBron James,30,2/5/12,27-037,MIA,NA,TOR,W 95-89,1,38,10,17,0.588,10,16,0.625,0,1,0,10,12,0.833,0.673,0,9,9,2,1,0,5,1,21,5.6,F-G
495,LeBron James,30,4/12/12,27-104,MIA,@,CHI,L 86-96 (OT),1,47,11,24,0.458,8,18,0.444,3,6,0.5,5,7,0.714,0.554,1,5,6,5,1,1,4,1,19.8,8.6,F-G
496,LeBron James,30,11/14/12,27-320,MIA,@,LAC,L 100-107,1,41,12,23,0.522,12,20,0.6,0,3,0,6,9,0.667,0.556,0,5,5,7,1,2,4,3,21.1,5.6,F-G
497,LeBron James,30,11/24/12,27-330,MIA,NA,CLE,W 110-108,1,40,10,16,0.625,8,11,0.727,2,5,0.4,8,9,0.889,0.752,1,5,6,5,0,1,7,3,20.6,2.7,F-G
498,LeBron James,30,12/22/12,27-358,MIA,NA,UTA,W 105-89,1,38,11,20,0.55,10,19,0.526,1,1,1,7,10,0.7,0.615,1,8,9,7,0,0,4,0,23.2,4.7,F-G
499,LeBron James,30,1/4/13,28-005,MIA,NA,CHI,L 89-96,1,41,8,14,0.571,7,9,0.778,1,5,0.2,13,16,0.813,0.713,0,6,6,2,1,0,2,2,23.6,9,F-G
500,LeBron James,30,2/3/13,28-035,MIA,@,TOR,W 100-85,1,40,10,16,0.625,9,14,0.643,1,2,0.5,9,11,0.818,0.72,0,8,8,7,2,0,3,1,27.9,15.9,F-G
501,LeBron James,30,2/8/13,28-040,MIA,NA,LAC,W 111-89,1,31,9,11,0.818,5,6,0.833,4,5,0.8,8,11,0.727,0.947,1,4,5,6,0,2,5,3,26,18.7,F-G
502,LeBron James,30,2/12/13,28-044,MIA,NA,POR,W 117-104,1,39,11,15,0.733,10,12,0.833,1,3,0.333,7,8,0.875,0.81,0,6,6,9,3,2,1,0,35,21.7,F-G
503,LeBron James,30,11/16/13,28-321,MIA,@,CHA,W 97-81,1,32,13,18,0.722,13,18,0.722,0,0,NA,4,4,1,0.759,1,3,4,7,1,1,3,1,27.4,19.8,F-G
504,LeBron James,30,12/16/13,28-351,MIA,NA,UTA,W 117-94,1,34,13,17,0.765,13,16,0.813,0,1,0,4,5,0.8,0.781,1,8,9,9,1,0,3,1,29.9,12,F-G
505,LeBron James,30,1/5/14,29-006,MIA,NA,TOR,W 102-97,1,38,12,18,0.667,12,18,0.667,0,0,NA,6,7,0.857,0.712,1,3,4,5,1,0,1,1,26.5,15.3,F-G
506,LeBron James,30,1/20/14,29-021,MIA,@,ATL,L 114-121,1,39,11,21,0.524,8,14,0.571,3,7,0.429,5,8,0.625,0.612,1,3,4,6,1,0,3,1,21.9,2.7,F-G
507,LeBron James,30,2/1/14,29-033,MIA,@,NYK,W 106-91,1,39,13,22,0.591,12,19,0.632,1,3,0.333,3,6,0.5,0.609,1,7,8,7,6,0,2,3,29.1,18.3,F-G
508,LeBron James,30,12/25/14,29-360,CLE,@,MIA,L 91-101,1,40,9,16,0.563,7,8,0.875,2,8,0.25,10,18,0.556,0.627,0,4,4,8,0,0,4,1,21.6,7.1,F-G
509,LeBron James,30,11/17/15,30-322,CLE,@,DET,L 99-104,1,40,11,21,0.524,7,14,0.5,4,7,0.571,4,5,0.8,0.647,0,6,6,3,0,0,4,3,18,3,F-G
510,LeBron James,30,2/5/16,31-037,CLE,NA,BOS,L 103-104,1,38,9,23,0.391,9,18,0.5,0,5,0,12,17,0.706,0.492,3,4,7,4,2,1,6,2,17.5,2.7,F-G
511,LeBron James,30,3/24/16,31-085,CLE,@,BRK,L 95-104,1,35,13,16,0.813,12,14,0.857,1,2,0.5,3,4,0.75,0.845,1,5,6,5,1,0,4,2,25.5,14.7,F-G
512,LeBron James,30,11/3/16,31-309,CLE,NA,BOS,W 128-122,1,36,12,22,0.545,11,18,0.611,1,4,0.25,5,5,1,0.62,1,6,7,12,1,0,2,2,28.5,8.6,F-G
513,LeBron James,30,3/6/17,32-066,CLE,NA,MIA,L 98-106,1,39,11,22,0.5,9,17,0.529,2,5,0.4,6,10,0.6,0.568,3,14,17,6,1,1,3,2,25.8,11.1,F-G
514,LeBron James,30,3/12/17,32-072,CLE,@,HOU,L 112-117,1,40,12,20,0.6,8,9,0.889,4,11,0.364,2,3,0.667,0.704,0,7,7,5,2,0,8,2,19.2,0.9,F-G
515,LeBron James,30,11/7/17,32-312,CLE,NA,MIL,W 124-119,1,37,10,20,0.5,8,16,0.5,2,4,0.5,8,10,0.8,0.615,1,7,8,9,3,0,1,1,29.9,13.7,F-G
516,LeBron James,30,11/27/17,32-332,CLE,@,PHI,W 113-91,1,31,12,23,0.522,9,16,0.563,3,7,0.429,3,4,0.75,0.606,3,11,14,6,0,0,3,0,24.9,12.8,F-G
517,LeBron James,30,12/9/17,32-344,CLE,NA,PHI,W 105-98,1,39,9,23,0.391,7,17,0.412,2,6,0.333,10,12,0.833,0.53,3,10,13,13,3,0,6,1,27.5,9.3,F-G
518,LeBron James,30,3/1/18,33-061,CLE,NA,PHI,L 97-108,1,39,12,24,0.5,10,18,0.556,2,6,0.333,4,6,0.667,0.563,1,8,9,8,1,0,3,2,23.1,9.8,F-G
519,LeBron James,30,3/9/19,34-069,LAL,NA,BOS,L 107-120,1,28,13,23,0.565,12,18,0.667,1,5,0.2,3,7,0.429,0.575,2,8,10,12,0,0,3,0,26.7,17.9,F-G
520,LeBron James,30,11/5/19,34-310,LAL,@,CHI,W 118-112,1,35,10,19,0.526,8,13,0.615,2,6,0.333,8,9,0.889,0.653,0,10,10,11,2,1,2,3,30.5,14.4,F-G
521,LeBron James,30,11/23/19,34-328,LAL,@,MEM,W 109-108,1,39,14,27,0.519,12,18,0.667,2,9,0.222,0,0,NA,0.556,1,5,6,4,2,0,5,1,18.3,0.6,F-G
522,LeBron James,30,2/16/21,36-048,LAL,@,MIN,W 112-104,1,38,13,20,0.65,12,16,0.75,1,4,0.25,3,4,0.75,0.689,0,13,13,7,0,1,5,1,24.9,4.8,F-G
523,LeBron James,30,11/2/21,36-307,LAL,NA,HOU,W 119-117,1,36,13,21,0.619,11,17,0.647,2,4,0.5,2,2,1,0.686,0,4,4,10,2,0,4,3,25.5,9.7,F-G
524,LeBron James,30,11/26/21,36-331,LAL,NA,SAC,L 137-141 (3OT),1,50,10,25,0.4,8,12,0.667,2,13,0.154,8,11,0.727,0.503,1,6,7,11,1,0,7,4,17.9,-3.7,F-G
525,LeBron James,30,12/7/21,36-342,LAL,NA,BOS,W 117-102,1,36,13,19,0.684,11,14,0.786,2,5,0.4,2,2,1,0.755,2,2,4,5,0,0,3,2,23.6,10,F-G
526,LeBron James,30,12/12/21,36-347,LAL,NA,ORL,W 106-94,1,37,12,20,0.6,9,13,0.692,3,7,0.429,3,4,0.75,0.689,1,10,11,10,0,3,6,2,26.4,10.7,F-G
527,LeBron James,30,1/19/22,37-020,LAL,NA,IND,L 104-111,1,37,11,22,0.5,8,15,0.533,3,7,0.429,5,7,0.714,0.598,1,11,12,5,2,0,3,1,24.3,9.4,F-G
528,LeBron James,30,2/9/22,37-041,LAL,@,POR,L 105-107,1,37,13,22,0.591,10,15,0.667,3,7,0.429,1,1,1,0.668,0,7,7,7,3,0,6,1,23.4,4.1,F-G
529,LeBron James,30,3/14/22,37-074,LAL,NA,TOR,L 103-114,1,40,11,19,0.579,7,12,0.583,4,7,0.571,4,7,0.571,0.679,3,6,9,3,0,2,5,4,20.7,5.3,F-G
530,LeBron James,30,11/9/22,37-314,LAL,@,LAC,L 101-114,1,32,12,22,0.545,8,13,0.615,4,9,0.444,2,4,0.5,0.631,1,7,8,5,2,0,3,2,23.1,12.6,F-G
531,LeBron James,30,12/16/22,37-351,LAL,NA,DEN,W 126-108,1,36,13,21,0.619,12,17,0.706,1,4,0.25,3,4,0.75,0.659,1,8,9,4,2,0,2,2,25.2,7.3,F-G
532,LeBron James,29,1/15/04,19-016,CLE,@,GSW,L 102-119,1,43,8,21,0.381,6,16,0.375,2,5,0.4,11,13,0.846,0.543,2,4,6,6,3,0,2,0,24.5,5.9,F-G
533,LeBron James,29,1/17/04,19-018,CLE,@,UTA,W 102-96 (OT),1,44,12,28,0.429,10,24,0.417,2,4,0.5,3,5,0.6,0.48,1,6,7,2,2,1,4,2,15.2,3.2,F-G
534,LeBron James,29,1/11/05,20-012,CLE,NA,CHA,W 100-98 (OT),1,49,11,24,0.458,9,19,0.474,2,5,0.4,5,7,0.714,0.535,1,7,8,9,2,1,8,1,19.2,3.9,F-G
535,LeBron James,29,3/22/05,20-082,CLE,NA,DET,W 91-76,1,43,11,24,0.458,9,17,0.529,2,7,0.286,5,8,0.625,0.527,1,5,6,6,1,0,0,1,22.4,9.3,F-G
536,LeBron James,29,1/15/06,21-016,CLE,@,POR,L 87-89,1,41,10,26,0.385,9,21,0.429,1,5,0.2,8,11,0.727,0.47,2,11,13,7,1,3,2,3,23.1,10.2,F-G
537,LeBron James,29,2/2/06,21-034,CLE,@,MIA,L 73-101,1,39,12,29,0.414,10,24,0.417,2,5,0.4,3,3,1,0.478,1,4,5,7,1,0,1,0,20.3,14.3,F-G
538,LeBron James,29,3/19/06,21-079,CLE,NA,LAL,W 96-95,1,47,10,24,0.417,7,20,0.35,3,4,0.75,6,10,0.6,0.511,1,7,8,7,1,0,7,3,15.1,0,F-G
539,LeBron James,29,11/13/06,21-318,CLE,@,NYK,W 102-96,1,41,10,19,0.526,7,15,0.467,3,4,0.75,6,9,0.667,0.632,0,4,4,6,2,1,3,2,22.8,11.1,F-G
540,LeBron James,29,12/16/06,21-351,CLE,@,ORL,L 74-81,1,41,10,19,0.526,8,14,0.571,2,5,0.4,7,9,0.778,0.632,1,4,5,5,0,1,4,4,19.4,13.5,F-G
541,LeBron James,29,2/9/07,22-041,CLE,NA,MIA,W 103-79,1,41,12,22,0.545,11,18,0.611,1,4,0.25,4,8,0.5,0.568,1,6,7,6,0,0,2,1,21.1,7.4,F-G
542,LeBron James,29,2/21/07,22-053,CLE,@,TOR,W 86-85,1,37,12,25,0.48,12,24,0.5,0,1,0,5,5,1,0.533,0,4,4,2,1,1,3,3,16.4,7.1,F-G
543,LeBron James,29,2/22/07,22-054,CLE,NA,CHI,L 78-84,1,43,13,28,0.464,12,24,0.5,1,4,0.25,2,8,0.25,0.46,3,4,7,2,3,0,3,1,16.5,10.1,F-G
544,LeBron James,29,2/25/07,22-057,CLE,@,MIA,L 81-86,1,42,10,22,0.455,8,17,0.471,2,5,0.4,7,12,0.583,0.532,0,3,3,7,0,1,2,2,19.3,10.8,F-G
545,LeBron James,29,3/14/07,22-074,CLE,@,MEM,W 118-96,1,30,11,17,0.647,7,10,0.7,4,7,0.571,3,6,0.5,0.738,1,5,6,4,3,0,2,0,26.3,20.1,F-G
546,LeBron James,29,12/14/07,22-349,CLE,@,NJN,L 97-105,1,41,12,25,0.48,9,16,0.563,3,9,0.333,2,3,0.667,0.551,0,6,6,8,2,0,6,3,18.1,4,F-G
547,LeBron James,29,2/11/08,23-043,CLE,@,ORL,W 118-111,1,44,8,15,0.533,7,13,0.538,1,2,0.5,12,15,0.8,0.671,1,6,7,10,3,1,5,3,27.5,8.3,F-G
548,LeBron James,29,3/21/08,23-082,CLE,NA,TOR,W 90-83,1,41,14,22,0.636,13,19,0.684,1,3,0.333,0,0,NA,0.659,0,12,12,5,1,0,5,1,21.9,9.1,F-G
549,LeBron James,29,3/22/08,23-083,CLE,@,MIL,L 98-108,1,39,9,25,0.36,6,16,0.375,3,9,0.333,8,10,0.8,0.493,4,7,11,4,2,0,4,3,18.8,6.7,F-G
550,LeBron James,29,4/2/08,23-094,CLE,@,CHA,W 118-114,1,31,11,19,0.579,10,15,0.667,1,4,0.25,6,6,1,0.67,2,2,4,5,3,2,4,6,23.6,11.1,F-G
551,LeBron James,29,11/3/08,23-309,CLE,@,DAL,W 100-81,1,34,8,20,0.4,8,18,0.444,0,2,0,13,15,0.867,0.545,2,6,8,3,2,1,1,1,24,14.4,F-G
552,LeBron James,29,12/10/08,23-346,CLE,@,PHI,W 101-93,1,39,10,22,0.455,8,16,0.5,2,6,0.333,7,8,0.875,0.568,2,2,4,5,0,2,1,4,21.5,11.6,F-G
553,LeBron James,29,1/16/09,24-017,CLE,NA,NOH,W 92-78,1,43,12,24,0.5,12,22,0.545,0,2,0,5,6,0.833,0.544,3,11,14,7,3,1,4,3,25.4,13.2,F-G
554,LeBron James,29,4/12/09,24-103,CLE,NA,BOS,W 107-76,1,30,9,14,0.643,4,6,0.667,5,8,0.625,6,6,1,0.871,0,4,4,7,1,1,5,1,25.2,23.6,F-G
555,LeBron James,29,12/21/09,24-356,CLE,@,PHO,W 109-91,1,38,11,21,0.524,10,18,0.556,1,3,0.333,6,6,1,0.613,1,5,6,4,2,0,3,3,21.5,6,F-G
556,LeBron James,29,12/27/09,24-362,CLE,NA,HOU,W 108-83,1,29,12,20,0.6,10,15,0.667,2,5,0.4,3,4,0.75,0.666,2,3,5,6,3,1,1,0,28.6,25.8,F-G
557,LeBron James,29,1/3/10,25-004,CLE,NA,CHA,L 88-91,1,43,13,21,0.619,11,15,0.733,2,6,0.333,1,2,0.5,0.663,0,7,7,6,1,1,1,3,24.9,13.4,F-G
558,LeBron James,29,3/16/10,25-076,CLE,@,DET,W 113-101,1,43,10,22,0.455,9,19,0.474,1,3,0.333,8,11,0.727,0.54,2,10,12,12,1,1,4,0,26.9,7.8,F-G
559,LeBron James,29,3/19/10,25-079,CLE,@,CHI,W 92-85,1,38,9,21,0.429,9,18,0.5,0,3,0,11,12,0.917,0.552,1,10,11,7,2,2,5,1,24.1,12.3,F-G
560,LeBron James,29,11/20/10,25-325,MIA,@,MEM,L 95-97,1,42,11,23,0.478,9,19,0.474,2,4,0.5,5,6,0.833,0.566,0,3,3,11,1,0,4,2,21.7,6,F-G
561,LeBron James,29,2/24/11,26-056,MIA,@,CHI,L 89-93,1,41,12,21,0.571,12,17,0.706,0,4,0,5,6,0.833,0.613,0,10,10,5,2,1,2,1,25.5,14.7,F-G
562,LeBron James,29,3/3/11,26-063,MIA,NA,ORL,L 96-99,1,40,11,16,0.688,11,14,0.786,0,2,0,7,7,1,0.76,2,4,6,4,0,2,2,2,26.2,14,F-G
563,LeBron James,29,4/6/11,26-097,MIA,NA,MIL,L 85-90,1,39,10,22,0.455,7,15,0.467,3,7,0.429,6,8,0.75,0.568,1,1,2,8,2,2,4,2,22,14.8,F-G
564,LeBron James,29,3/16/12,27-077,MIA,@,PHI,W 84-78,1,38,12,20,0.6,12,18,0.667,0,2,0,5,8,0.625,0.616,2,5,7,8,2,2,1,0,29.5,20.8,F-G
565,LeBron James,29,4/15/12,27-107,MIA,@,NYK,W 93-85,1,40,11,24,0.458,10,18,0.556,1,6,0.167,6,9,0.667,0.519,2,8,10,3,2,0,6,4,15.7,4,F-G
566,LeBron James,29,12/25/12,27-361,MIA,NA,OKC,W 103-97,1,42,12,20,0.6,12,17,0.706,0,3,0,5,5,1,0.653,3,5,8,9,2,1,3,3,28.2,16,F-G
567,LeBron James,29,3/3/13,28-063,MIA,@,NYK,W 99-93,1,43,12,23,0.522,10,17,0.588,2,6,0.333,3,6,0.5,0.566,3,8,11,7,3,1,2,1,27.2,15.5,F-G
568,LeBron James,29,3/22/13,28-082,MIA,NA,DET,W 103-89,1,40,12,15,0.8,11,14,0.786,1,1,1,4,6,0.667,0.822,1,7,8,8,2,1,3,1,30.2,15.2,F-G
569,LeBron James,29,1/21/14,29-022,MIA,NA,BOS,W 93-86,1,39,10,19,0.526,10,15,0.667,0,4,0,9,11,0.818,0.608,1,7,8,4,2,0,3,1,23.1,8,F-G
570,LeBron James,29,4/8/14,29-099,MIA,NA,BRK,L 87-88,1,37,9,16,0.563,9,13,0.692,0,3,0,11,14,0.786,0.654,1,9,10,6,2,0,3,0,26.8,14.5,F-G
571,LeBron James,29,11/24/14,29-329,CLE,NA,ORL,W 106-74,1,31,9,17,0.529,7,13,0.538,2,4,0.5,9,11,0.818,0.664,1,3,4,11,3,0,1,0,31.2,25.7,F-G
572,LeBron James,29,11/26/14,29-331,CLE,NA,WAS,W 113-87,1,36,7,14,0.5,6,9,0.667,1,5,0.2,14,17,0.824,0.675,1,9,10,8,3,0,4,3,27.6,12.3,F-G
573,LeBron James,29,12/26/14,29-361,CLE,@,ORL,W 98-89,1,37,10,20,0.5,10,15,0.667,0,5,0,9,11,0.818,0.584,0,5,5,8,2,2,4,1,24.3,10.8,F-G
574,LeBron James,29,3/4/15,30-064,CLE,@,TOR,W 120-112,1,37,9,16,0.563,6,10,0.6,3,6,0.5,8,13,0.615,0.668,1,5,6,14,0,0,3,2,27.6,11.2,F-G
575,LeBron James,29,3/20/15,30-080,CLE,NA,IND,W 95-92,1,39,13,26,0.5,11,20,0.55,2,6,0.333,1,2,0.5,0.539,0,7,7,5,0,0,3,0,18.2,5.1,F-G
576,LeBron James,29,10/30/15,30-304,CLE,NA,MIA,W 102-92,1,34,13,19,0.684,13,17,0.765,0,2,0,3,5,0.6,0.684,2,3,5,4,1,0,4,3,21,9.4,F-G
577,LeBron James,29,11/8/15,30-313,CLE,NA,IND,W 101-97,1,35,10,23,0.435,10,20,0.5,0,3,0,9,14,0.643,0.497,0,6,6,4,0,0,2,0,17.5,2.2,F-G
578,LeBron James,29,1/2/16,31-003,CLE,NA,ORL,W 104-79,1,29,11,18,0.611,7,11,0.636,4,7,0.571,3,4,0.75,0.734,0,5,5,3,2,0,0,2,25.2,24.1,F-G
579,LeBron James,29,1/30/16,31-031,CLE,NA,SAS,W 117-103,1,34,10,17,0.588,10,15,0.667,0,2,0,9,11,0.818,0.664,1,4,5,7,2,2,2,2,27.7,16.7,F-G
580,LeBron James,29,2/10/16,31-042,CLE,NA,LAL,W 120-111,1,37,12,22,0.545,9,16,0.563,3,6,0.5,2,5,0.4,0.599,1,6,7,11,1,0,1,1,27,12.7,F-G
581,LeBron James,29,4/1/16,31-093,CLE,@,ATL,W 110-108 (OT),1,44,12,26,0.462,11,21,0.524,1,5,0.2,4,5,0.8,0.514,3,13,16,9,3,1,3,4,26.6,10.4,F-G
582,LeBron James,29,12/21/16,31-357,CLE,NA,MIL,W 113-102,1,34,12,24,0.5,8,17,0.471,4,7,0.571,1,1,1,0.593,1,8,9,6,0,0,2,0,22.3,7.5,F-G
583,LeBron James,29,1/10/17,32-011,CLE,@,UTA,L 92-100,1,37,10,20,0.5,7,14,0.5,3,6,0.5,6,7,0.857,0.628,1,5,6,5,4,0,4,0,24.3,18.7,F-G
584,LeBron James,29,1/21/17,32-022,CLE,NA,SAS,L 115-118 (OT),1,45,11,16,0.688,9,11,0.818,2,5,0.4,5,7,0.714,0.76,0,6,6,7,2,0,7,5,21.1,5.1,F-G
585,LeBron James,29,3/9/17,32-069,CLE,@,DET,L 101-106,1,39,12,22,0.545,12,16,0.75,0,6,0,5,8,0.625,0.568,4,10,14,10,1,0,3,1,27.6,10.7,F-G
586,LeBron James,29,10/17/17,32-291,CLE,NA,BOS,W 102-99,1,41,12,19,0.632,11,14,0.786,1,5,0.2,4,4,1,0.698,1,15,16,9,0,2,4,3,28.2,14.5,F-G
587,LeBron James,29,10/25/17,32-299,CLE,@,BRK,L 107-112,1,41,12,20,0.6,11,18,0.611,1,2,0.5,4,8,0.5,0.616,1,9,10,13,0,4,8,1,25.1,8.5,F-G
588,LeBron James,29,12/8/17,32-343,CLE,@,IND,L 102-106,1,39,12,22,0.545,11,17,0.647,1,5,0.2,4,5,0.8,0.599,2,8,10,8,1,2,3,1,26.4,12.5,F-G
589,LeBron James,29,12/16/17,32-351,CLE,NA,UTA,W 109-100,1,37,9,15,0.6,8,11,0.727,1,4,0.25,10,10,1,0.747,0,11,11,10,1,0,5,2,27.6,10.2,F-G
590,LeBron James,29,12/30/17,33-000,CLE,@,UTA,L 101-104,1,37,12,22,0.545,11,15,0.733,1,7,0.143,4,5,0.8,0.599,1,7,8,6,2,1,6,1,21.3,7.2,F-G
591,LeBron James,29,10/29/18,33-303,LAL,@,MIN,L 120-124,1,36,11,23,0.478,8,17,0.471,3,6,0.5,4,5,0.8,0.575,3,7,10,8,2,2,5,2,24.3,11.1,F-G
592,LeBron James,29,10/31/18,33-305,LAL,NA,DAL,W 114-113,1,39,11,19,0.579,9,16,0.563,2,3,0.667,5,7,0.714,0.657,0,5,5,6,3,0,3,3,23.8,7.6,F-G
593,LeBron James,29,12/13/18,33-348,LAL,@,HOU,L 111-126,1,36,12,18,0.667,9,12,0.75,3,6,0.5,2,6,0.333,0.703,0,5,5,4,2,0,3,1,22.5,6.8,F-G
594,LeBron James,29,2/21/19,34-053,LAL,NA,HOU,W 111-106,1,40,11,23,0.478,11,19,0.579,0,4,0,7,10,0.7,0.529,4,8,12,6,1,1,4,1,22.8,6.5,F-G
595,LeBron James,29,3/14/19,34-074,LAL,@,TOR,L 98-111,1,32,12,23,0.522,11,18,0.611,1,5,0.2,4,7,0.571,0.556,0,4,4,6,1,0,4,2,18.1,6,F-G
596,LeBron James,29,3/24/19,34-084,LAL,NA,SAC,W 111-106,1,35,9,22,0.409,6,16,0.375,3,6,0.5,8,9,0.889,0.559,2,9,11,11,2,1,4,1,26.9,13.7,F-G
597,LeBron James,29,11/15/19,34-320,LAL,NA,SAC,W 99-97,1,39,10,20,0.5,8,13,0.615,2,7,0.286,7,7,1,0.628,3,1,4,11,3,0,2,1,29.7,17.5,F-G
598,LeBron James,29,11/27/19,34-332,LAL,@,NOP,W 114-110,1,38,10,18,0.556,8,12,0.667,2,6,0.333,7,11,0.636,0.635,2,3,5,11,2,1,5,2,25.7,11.1,F-G
599,LeBron James,29,1/25/20,35-026,LAL,@,PHI,L 91-108,1,35,9,18,0.5,8,12,0.667,1,6,0.167,10,13,0.769,0.611,0,7,7,8,1,0,8,3,18.3,2.9,F-G
600,LeBron James,29,2/23/20,35-055,LAL,NA,BOS,W 114-112,1,35,9,19,0.474,5,9,0.556,4,10,0.4,7,12,0.583,0.597,0,8,8,9,0,0,2,4,22.4,9.2,F-G
601,LeBron James,29,3/10/20,35-071,LAL,NA,BRK,L 102-104,1,35,12,22,0.545,8,13,0.615,4,9,0.444,1,5,0.2,0.599,1,11,12,9,1,0,3,1,24.7,13.2,F-G
602,LeBron James,29,8/10/20,35-224,LAL,NA,DEN,W 124-121,1,38,9,21,0.429,4,10,0.4,5,11,0.455,6,10,0.6,0.571,0,1,1,12,0,2,5,0,21.4,4.1,F-G
603,LeBron James,29,12/28/20,35-364,LAL,NA,POR,L 107-115,1,36,11,20,0.55,8,13,0.615,3,7,0.429,4,5,0.8,0.653,2,7,9,6,2,1,3,2,25.6,13.3,F-G
